Country Name,"Country Code","Series","Series Code","2000 [YR2000]","2005 [YR2005]","2010 [YR2010]","2015 [YR2015]","2020 [YR2020]"
Lebanon,"LBN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","2.64619","1.61331","..",".."
Lebanon,"LBN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Lebanon,"LBN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Lending category not classified,"LNX","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Lending category not classified,"LNX","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Lending category not classified,"LNX","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Lesotho,"LSO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","10.09155","12.07966","..","..",".."
Lesotho,"LSO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","86.25443","..","..","..",".."
Lesotho,"LSO","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","90.9269","..","..","..",".."
Liberia,"LBR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Liberia,"LBR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Liberia,"LBR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Libya,"LBY","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Libya,"LBY","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Libya,"LBY","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Liechtenstein,"LIE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Liechtenstein,"LIE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Liechtenstein,"LIE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Lithuania,"LTU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","4.87319","5.31274","4.22989",".."
Lithuania,"LTU","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Lithuania,"LTU","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Low & middle income,"LMY","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.50836992263794","3.63169002532959","4.00675010681152","..",".."
Low & middle income,"LMY","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","77.31916","79.26995","81.40623","83.1472",".."
Low & middle income,"LMY","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","84.73749","87.01057","88.27708","89.92872",".."
Low income,"LIC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.97156000137329","3.52218008041382","3.58575999736786","..",".."
Low income,"LIC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","50.64359","53.38972","54.25216","58.58002",".."
Low income,"LIC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","58.2377","62.74311","64.95811","70.72305",".."
Lower middle income,"LMC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.13462996482849","3.05952000617981","4.48423004150391","..",".."
Lower middle income,"LMC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","64.11307","66.75081","70.50018","73.63827",".."
Lower middle income,"LMC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","76.50005","80.28617","83.66761","87.48635",".."
Luxembourg,"LUX","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","3.9182",".."
Luxembourg,"LUX","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Luxembourg,"LUX","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
"Macao SAR, China","MAC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.34087","2.29065","2.6295","2.9817",".."
"Macao SAR, China","MAC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
"Macao SAR, China","MAC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Madagascar,"MDG","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.43869","3.30964","..","2.21012",".."
Madagascar,"MDG","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","70.68617","58.93594","..","..",".."
Madagascar,"MDG","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","70.23622","57.63059","..","..",".."
Malawi,"MWI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.24797","..","3.5398","5.60866",".."
Malawi,"MWI","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","61.30972","62.14354",".."
Malawi,"MWI","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","72.13956","72.93561",".."
Malaysia,"MYS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.97161","..","4.96645","4.89487",".."
Malaysia,"MYS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","88.68776","..","93.11789","..",".."
Malaysia,"MYS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","97.2378","..","98.41871","..",".."
Maldives,"MDV","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","5.01684","4.11747","4.36655",".."
Maldives,"MDV","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Maldives,"MDV","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","98.17012","..","..","..",".."
Mali,"MLI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.97156","3.52218","3.34389","3.8015",".."
Mali,"MLI","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","31.09975","33.06889",".."
Mali,"MLI","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","44.30171","49.36653",".."
Malta,"MLT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","6.45489","5.21635",".."
Malta,"MLT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","92.36309","..","..",".."
Malta,"MLT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","98.26503","..","..",".."
Marshall Islands,"MHL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Marshall Islands,"MHL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Marshall Islands,"MHL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Mauritania,"MRT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Mauritania,"MRT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","51.20768","..","..","..",".."
Mauritania,"MRT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","61.33665","..","..","..",".."
Mauritius,"MUS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.76911","4.0782","3.55147","4.88667",".."
Mauritius,"MUS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","84.30309","..","..","92.7076",".."
Mauritius,"MUS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","94.53896","..","..","..",".."
Mayotte,"MYT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Mayotte,"MYT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Mayotte,"MYT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Mexico,"MEX","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.99244","4.84569","5.15922","5.23524",".."
Mexico,"MEX","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","90.53562","91.63027","93.06894","94.47228",".."
Mexico,"MEX","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","96.61228","97.63584","98.43452","98.94471",".."
"Micronesia, Fed. Sts.","FSM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","6.70687","..","..","12.40792",".."
"Micronesia, Fed. Sts.","FSM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
"Micronesia, Fed. Sts.","FSM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Middle East & North Africa,"MEA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Middle East & North Africa,"MEA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","69.10522","74.43712","76.48092","79.43243",".."
Middle East & North Africa,"MEA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","85.94499","89.51961","88.93476","90.77456",".."
Middle East & North Africa (excluding high income),"MNA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Middle East & North Africa (excluding high income),"MNA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","67.26866","72.70405","74.27388","76.62332",".."
Middle East & North Africa (excluding high income),"MNA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","84.86741","88.71155","87.76423","89.65961",".."
Middle East & North Africa (IDA & IBRD countries),"TMN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Middle East & North Africa (IDA & IBRD countries),"TMN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","67.05738","72.5073","74.06036","76.40354",".."
Middle East & North Africa (IDA & IBRD countries),"TMN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","84.73685","88.60032","87.61496","89.51126",".."
Middle income,"MIC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.8211749792099","3.8992999792099","4.50743007659912","..",".."
Middle income,"MIC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","79.17662","81.16109","83.53068","85.21755",".."
Middle income,"MIC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","87.14559","89.36323","90.83014","92.43293",".."
Moldova,"MDA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.48639","7.1627","7.5923","..",".."
Moldova,"MDA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","96.6538","..","99.02318","..",".."
Moldova,"MDA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","99.52508","..","99.51155","..",".."
Monaco,"MCO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","1.25536","..","1.31735","..",".."
Monaco,"MCO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Monaco,"MCO","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Mongolia,"MNG","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.55037","..","4.6451","4.17699",".."
Mongolia,"MNG","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","97.76885","..","98.257","..",".."
Mongolia,"MNG","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","97.71012","..","98.46025","..",".."
Montenegro,"MNE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Montenegro,"MNE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Montenegro,"MNE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Montserrat,"MSR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.77469","..","..","..",".."
Montserrat,"MSR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Montserrat,"MSR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Morocco,"MAR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Morocco,"MAR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Morocco,"MAR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Mozambique,"MOZ","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","4.01987","..","..",".."
Mozambique,"MOZ","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","56.039",".."
Mozambique,"MOZ","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","70.5251",".."
Myanmar,"MMR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Myanmar,"MMR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","89.94176","..","..","..",".."
Myanmar,"MMR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","94.58631","..","..","..",".."
Namibia,"NAM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","6.99139","..","8.34961","..",".."
Namibia,"NAM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Namibia,"NAM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Nauru,"NRU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Nauru,"NRU","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Nauru,"NRU","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Nepal,"NPL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.97515","3.36464","3.63172","3.70359",".."
Nepal,"NPL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Nepal,"NPL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Netherlands,"NLD","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.58512","5.1094","5.48909","5.34816",".."
Netherlands,"NLD","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Netherlands,"NLD","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Netherlands Antilles,"ANT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Netherlands Antilles,"ANT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Netherlands Antilles,"ANT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
New Caledonia,"NCL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
New Caledonia,"NCL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
New Caledonia,"NCL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
New Zealand,"NZL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","6.27896","7.00129","6.33739",".."
New Zealand,"NZL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
New Zealand,"NZL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Nicaragua,"NIC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.0016","..","4.48422","4.07843",".."
Nicaragua,"NIC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","78.00298","..","82.61455",".."
Nicaragua,"NIC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","87.00925","..","91.57178",".."
Niger,"NER","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.56265","..","2.74471","4.49468",".."
Niger,"NER","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","28.67242","..","..",".."
Niger,"NER","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","36.54678","..","..",".."
Nigeria,"NGA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Nigeria,"NGA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Nigeria,"NGA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Niue,"NIU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Niue,"NIU","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Niue,"NIU","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
North America,"NAC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.44200992584229","4.78214979171753","5.39496994018555","..",".."
North America,"NAC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
North America,"NAC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
North Macedonia,"MKD","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
North Macedonia,"MKD","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
North Macedonia,"MKD","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Northern Mariana Islands,"MNP","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Northern Mariana Islands,"MNP","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Northern Mariana Islands,"MNP","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Norway,"NOR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","6.46727","6.86507","6.74634","7.56933",".."
Norway,"NOR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Norway,"NOR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
OECD members,"OED","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.85891008377075","5.07075977325439","5.47350502014161","..",".."
OECD members,"OED","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
OECD members,"OED","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Oman,"OMN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.20024","3.51722","..","..",".."
Oman,"OMN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","86.939","93.03861",".."
Oman,"OMN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","97.74373","99.15373",".."
Other small states,"OSS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Other small states,"OSS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","78.77767","81.95788","81.4859","84.69232",".."
Other small states,"OSS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","87.96126","89.01552","86.77189","89.44094",".."
Pacific island small states,"PSS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Pacific island small states,"PSS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","88.98024","89.76138","90.56086","91.01599",".."
Pacific island small states,"PSS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","96.35521","96.58516","..","..",".."
Pakistan,"PAK","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","1.83782","2.04972","2.28687","2.65002",".."
Pakistan,"PAK","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","49.87364","55.37519","..",".."
Pakistan,"PAK","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","65.08658","71.25962","..",".."
Palau,"PLW","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","8.02807","..","..","..",".."
Palau,"PLW","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","96.59374",".."
Palau,"PLW","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","98.66444",".."
Panama,"PAN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.75969","..","..","..",".."
Panama,"PAN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","91.89962","..","94.09412","..",".."
Panama,"PAN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","96.07985","..","97.63853","..",".."
Papua New Guinea,"PNG","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Papua New Guinea,"PNG","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","57.34326","..","61.6","..",".."
Papua New Guinea,"PNG","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","66.67899","..","67.9","..",".."
Paraguay,"PRY","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.23021","..","2.77294","..",".."
Paraguay,"PRY","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","93.87092","95.55484",".."
Paraguay,"PRY","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","98.61045","98.6536",".."
Peru,"PER","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.22803","2.83903","2.8673","3.96933",".."
Peru,"PER","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","87.90867","..","94.16234",".."
Peru,"PER","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","97.12376","..","99.00954",".."
Philippines,"PHL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.1644","2.32807","..","..",".."
Philippines,"PHL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","92.60006","..","..","98.18255",".."
Philippines,"PHL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","95.08975","..","..","99.0826",".."
Poland,"POL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.99362","5.42612","5.06843","4.81226",".."
Poland,"POL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Poland,"POL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Portugal,"PRT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.16385","5.07395","5.41249","4.88554",".."
Portugal,"PRT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Portugal,"PRT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Post-demographic dividend,"PST","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Post-demographic dividend,"PST","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Post-demographic dividend,"PST","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Pre-demographic dividend,"PRE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Pre-demographic dividend,"PRE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","54.76244","57.17171","54.58862","59.66225",".."
Pre-demographic dividend,"PRE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","65.88054","66.72914","64.87564","70.77728",".."
Puerto Rico,"PRI","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Puerto Rico,"PRI","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","91.96523","..",".."
Puerto Rico,"PRI","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","98.83418","..",".."
Qatar,"QAT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.72598","3.97188","4.53966","..",".."
Qatar,"QAT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","91.77885","..",".."
Qatar,"QAT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","92.42882","..",".."
Romania,"ROU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.86863","3.50039","3.49538","3.10676",".."
Romania,"ROU","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Romania,"ROU","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Russian Federation,"RUS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.93979","3.77193","..","3.83403",".."
Russian Federation,"RUS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","99.68427","..",".."
Russian Federation,"RUS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","99.7096","..",".."
